Ordre,Brand,Model,Year,Price,Mileage,Age,FuelType,Transmission,AdditionalInfo
1034,Mercedes,A4,1996,33200,190500.0,28.0,Petrol,Manual,
1035,BMW,Unknown,2017,Error,88500.0,7.0,Petrol,Automatic,First owner
1036,Kia,Elantra,2016,48300,203000.0,8.0,Petrol,Manual,Imported
1037,Honda,X5,2012,-1,179000.0,12.0,Gas,Manual,Fleet vehicle
1038,Nissan,Elantra,1990,29500,122000.0,34.0,Petrol,Semi-Automatic,Refurbished
1039,Honda,Civic,2005,Error,30000.0,19.0,Hybrid,Automatic,Imported
1040,Audi,Civic,2000,41900,299500.0,24.0,Gas,Manual,Fleet vehicle
1041,Honda,Sportage,2004,11300,259500.0,20.0,Diesel,Semi-Automatic,First owner
1042,Nissan,Corolla,1998,,114500.0,26.0,Diesel,Automatic,Second owner
1043,Ford,X5,2017,45500,55000.0,7.0,Electric,Semi-Automatic,Fleet vehicle
1044,Mercedes,Altima,1998,15300,242500.0,26.0,Petrol,Manual,Refurbished
1045,Chevrolet,F-150,2023,17400,,1.0,Hybrid,Automatic,Refurbished
1046,Chevrolet,Sportage,1993,20100,,31.0,Diesel,Semi-Automatic,Imported
1047,Toyota,Sportage,1999,18600,6500.0,25.0,Petrol,Semi-Automatic,First owner
1048,Chevrolet,F-150,2000,,133500.0,24.0,Electric,Automatic,Imported
1049,???,A4,2014,15000,32500.0,10.0,Petrol,Semi-Automatic,First owner
1050,Chevrolet,Elantra,1991,Error,142000.0,33.0,Hybrid,Manual,Fleet vehicle
1051,Mercedes,C-Class,1998,24500,255500.0,26.0,Gas,Semi-Automatic,Second owner
1052,,C-Class,1993,2300,77500.0,31.0,Diesel,Automatic,First owner
1053,Chevrolet,F-150,2014,2700,182500.0,10.0,Electric,Semi-Automatic,First owner
1054,BMW,Corolla,2013,31100,138000.0,11.0,Gas,Automatic,First owner
1055,Nissan,F-150,1999,42300,257000.0,25.0,Hybrid,Manual,Fleet vehicle
1056,Mercedes,A4,1997,21800,215000.0,27.0,Electric,Automatic,Refurbished
1057,Chevrolet,Unknown,2013,-1,53500.0,11.0,Petrol,Automatic,First owner
1058,Kia,Altima,2019,46700,10500.0,5.0,Electric,Manual,First owner
1059,BMW,A4,,40900,84500.0,,Gas,Automatic,Second owner
1060,,Corolla,,1100,285500.0,,Diesel,Manual,Imported
1061,BMW,Impala,2020,34300,198000.0,4.0,Gas,Manual,Second owner
1062,Nissan,X5,2012,11600,63500.0,12.0,Electric,Semi-Automatic,
1063,Nissan,Civic,2001,Error,79000.0,23.0,Gas,Manual,
1064,Ford,X5,2009,7300,265500.0,15.0,Hybrid,Manual,Second owner
1065,Nissan,Altima,1994,29200,296500.0,30.0,Electric,Automatic,Second owner
1066,Honda,Corolla,2006,25700,155500.0,18.0,Petrol,Semi-Automatic,First owner
1067,Honda,C-Class,2013,27700,25000.0,11.0,Electric,Manual,First owner
1068,Honda,Corolla,2009,46900,34000.0,15.0,Diesel,Semi-Automatic,Fleet vehicle
1069,BMW,A4,2018,20400,15500.0,6.0,Petrol,Semi-Automatic,Refurbished
1070,Hyundai,Impala,2006,37600,25500.0,18.0,Petrol,Semi-Automatic,
1071,BMW,Civic,2009,Error,9500.0,15.0,Petrol,Semi-Automatic,First owner
1072,Toyota,A4,2013,34900,53500.0,11.0,Hybrid,Automatic,
1073,Ford,Impala,2012,26200,280500.0,12.0,Hybrid,Automatic,Fleet vehicle
1074,Chevrolet,Impala,2002,6100,196000.0,22.0,Electric,Automatic,First owner
1075,Chevrolet,F-150,2005,21200,189000.0,19.0,Hybrid,Semi-Automatic,Fleet vehicle
1076,Chevrolet,Elantra,2016,48600,128000.0,8.0,Petrol,Automatic,Fleet vehicle
1077,Chevrolet,F-150,1996,32800,152000.0,28.0,Hybrid,Manual,Imported
1078,Mercedes,Altima,1993,4600,214500.0,31.0,Petrol,Semi-Automatic,Fleet vehicle
1079,Hyundai,Altima,2023,6900,212000.0,1.0,Electric,Manual,First owner
1080,BMW,Sportage,2013,18000,219000.0,11.0,Electric,Manual,Fleet vehicle
1081,,C-Class,1998,38400,140000.0,26.0,Petrol,Automatic,Second owner
1082,Honda,X5,2010,26400,143000.0,14.0,Petrol,Manual,First owner
1083,Kia,Elantra,1993,Error,214500.0,31.0,Hybrid,Automatic,First owner
1084,Nissan,F-150,1997,15800,185500.0,27.0,Diesel,Semi-Automatic,Imported
1085,Chevrolet,Altima,1990,16900,221500.0,34.0,Electric,Semi-Automatic,First owner
1086,Kia,Sportage,1991,29400,213000.0,33.0,Petrol,Manual,Refurbished
1087,Ford,Civic,1995,41700,98500.0,29.0,Diesel,Automatic,First owner
1088,Mercedes,Altima,2012,3800,243500.0,12.0,Gas,Semi-Automatic,Second owner
1089,Hyundai,Altima,1994,15000,203500.0,30.0,Hybrid,Automatic,Imported
1090,Toyota,Impala,2009,19300,150500.0,15.0,Gas,Manual,
1091,BMW,Civic,2011,18200,65000.0,13.0,Electric,Manual,
1092,Audi,F-150,2010,42400,212500.0,14.0,Gas,Manual,First owner
1093,Mercedes,Elantra,1998,35500,243500.0,26.0,Gas,Automatic,Fleet vehicle
1094,Nissan,Sportage,2008,48900,43500.0,16.0,Diesel,Automatic,First owner
1095,Chevrolet,Elantra,2009,12400,94000.0,15.0,Diesel,Semi-Automatic,Fleet vehicle
1096,Honda,Altima,2000,36500,131000.0,24.0,Diesel,Semi-Automatic,Refurbished
1097,Mercedes,Unknown,2006,28300,,18.0,Diesel,Manual,Second owner
1098,Nissan,X5,2019,27500,210500.0,5.0,Hybrid,Automatic,Imported
1099,Nissan,Elantra,1999,13000,239500.0,25.0,Electric,Semi-Automatic,Refurbished
1100,Ford,F-150,2020,47200,22000.0,4.0,Diesel,Semi-Automatic,Fleet vehicle
1101,Audi,F-150,2005,14600,249000.0,19.0,Gas,Automatic,Imported
1102,Hyundai,Altima,2006,28800,182000.0,18.0,Electric,Semi-Automatic,Refurbished
1103,Kia,Civic,2004,19100,57500.0,20.0,Diesel,Manual,First owner
1104,Audi,C-Class,2014,,219500.0,10.0,Electric,Semi-Automatic,Second owner
1105,Mercedes,Impala,2008,29600,38500.0,16.0,Diesel,Manual,Second owner
1106,Hyundai,Civic,2018,28200,20000.0,6.0,Electric,Automatic,First owner
1107,Honda,C-Class,2023,41400,291000.0,1.0,Hybrid,Manual,First owner
1108,BMW,Corolla,2017,24600,293500.0,7.0,Gas,Manual,Imported
1109,Chevrolet,X5,2023,1300,-5000.0,1.0,Gas,Automatic,First owner
1110,Chevrolet,X5,2020,21800,96000.0,4.0,Electric,Manual,First owner
1111,Toyota,Altima,2001,37900,71500.0,23.0,Gas,Manual,First owner
1112,Hyundai,Sportage,2001,18400,59500.0,23.0,Diesel,Manual,
1113,Toyota,Sportage,1996,7000,,28.0,Diesel,Automatic,Imported
1114,Honda,Corolla,2011,15900,143000.0,13.0,Petrol,Manual,
1115,Nissan,C-Class,2013,11800,96500.0,11.0,Hybrid,Manual,Second owner
1116,Hyundai,F-150,2000,49900,178000.0,24.0,Petrol,Automatic,Fleet vehicle
1117,Audi,Elantra,1992,48800,292000.0,32.0,Diesel,Manual,
1118,Ford,Sportage,2015,7700,166000.0,9.0,Petrol,Automatic,
1119,Audi,C-Class,1994,36400,93500.0,30.0,Hybrid,Semi-Automatic,First owner
1120,BMW,F-150,2003,27900,,21.0,Gas,Manual,First owner
1121,Honda,,2012,26300,122000.0,12.0,Petrol,Semi-Automatic,
1122,Nissan,X5,1992,23200,145000.0,32.0,Hybrid,Manual,Second owner
1123,Audi,Corolla,1998,33100,-5000.0,26.0,Electric,Semi-Automatic,Second owner
1124,Nissan,Altima,2002,35500,15500.0,22.0,Diesel,Manual,Second owner
1125,Hyundai,F-150,2007,18600,1500.0,17.0,Petrol,Semi-Automatic,Fleet vehicle
1126,Ford,X5,1990,,163500.0,34.0,Gas,Automatic,Imported
1127,Toyota,Altima,2023,41300,3500.0,1.0,Petrol,Manual,First owner
1128,Honda,F-150,1994,11100,171500.0,30.0,Petrol,Automatic,Imported
1129,Ford,A4,2016,33900,203500.0,8.0,Petrol,Semi-Automatic,First owner
1130,Toyota,C-Class,2009,26100,167000.0,15.0,Electric,Semi-Automatic,Refurbished
1131,Toyota,Impala,2017,42300,34000.0,7.0,Hybrid,Automatic,Imported
1132,Ford,Altima,2011,-1,22500.0,13.0,Diesel,Manual,Imported
1133,Honda,F-150,2015,14200,54000.0,9.0,Electric,Automatic,
1134,Nissan,Impala,2000,4000,15500.0,24.0,Gas,Automatic,Refurbished
1135,BMW,Civic,2002,29000,,22.0,Gas,Automatic,Fleet vehicle
1136,Toyota,Sportage,2018,38900,17500.0,6.0,Electric,Automatic,Refurbished
1137,Chevrolet,X5,,6600,,,Gas,Manual,
1138,Mercedes,Elantra,2022,11500,236500.0,2.0,Electric,Manual,Imported
1139,,Corolla,2000,41000,19500.0,24.0,Electric,Manual,Fleet vehicle
1140,Ford,A4,1996,40700,199000.0,28.0,Hybrid,Automatic,Imported
1141,Kia,Elantra,2006,-1,205000.0,18.0,Electric,Semi-Automatic,Refurbished
1142,,Unknown,2009,20900,,15.0,Petrol,Manual,
1143,,,2011,16300,33500.0,13.0,Electric,Automatic,Fleet vehicle
1144,Kia,,2021,-1,298500.0,3.0,Gas,Automatic,Fleet vehicle
1145,Hyundai,Civic,2018,31100,213000.0,6.0,Electric,Semi-Automatic,First owner
1146,Ford,X5,1993,36600,138500.0,31.0,Electric,Manual,Second owner
1147,Kia,F-150,2022,15800,204500.0,2.0,Gas,Manual,
1148,Ford,Impala,1993,18000,209000.0,31.0,Diesel,Semi-Automatic,First owner
1149,Chevrolet,C-Class,2005,21200,,19.0,Electric,Semi-Automatic,Fleet vehicle
1150,,Impala,2014,22100,174000.0,10.0,Hybrid,Manual,Fleet vehicle
1151,???,Elantra,1993,10700,206500.0,31.0,Petrol,Semi-Automatic,Imported
1152,Ford,A4,2019,42800,196500.0,5.0,Petrol,Semi-Automatic,Imported
1153,Chevrolet,Civic,1993,37900,34500.0,31.0,Petrol,Automatic,First owner
1154,Toyota,,2015,40300,29500.0,9.0,Gas,Semi-Automatic,Second owner
1155,Toyota,A4,1990,24300,294500.0,34.0,Petrol,Semi-Automatic,Refurbished
1156,Honda,A4,2019,28400,116000.0,5.0,Diesel,Automatic,Fleet vehicle
1157,Toyota,Corolla,1991,1000,32500.0,33.0,Gas,Automatic,Second owner
1158,Toyota,Civic,1994,33200,189000.0,30.0,Gas,Semi-Automatic,Second owner
1159,Chevrolet,A4,2001,38500,66000.0,23.0,Electric,Semi-Automatic,Fleet vehicle
1160,Kia,F-150,1992,44100,36500.0,32.0,Hybrid,Manual,
1161,BMW,Altima,2012,24300,78500.0,12.0,Diesel,Manual,Fleet vehicle
1162,BMW,F-150,2017,21400,188000.0,7.0,Diesel,Semi-Automatic,Refurbished
1163,Audi,A4,1991,40500,188500.0,33.0,Diesel,Automatic,First owner
1164,Toyota,C-Class,2019,27400,189000.0,5.0,Diesel,Manual,Fleet vehicle
1165,Toyota,C-Class,2012,40800,283500.0,12.0,Petrol,Automatic,Fleet vehicle
1166,Ford,Elantra,1998,4300,166000.0,26.0,Electric,Automatic,Fleet vehicle
1167,Audi,Corolla,2002,11700,105000.0,22.0,Petrol,Manual,First owner
1168,Ford,Sportage,Year?,41600,292500.0,,Electric,Manual,Fleet vehicle
1169,Ford,Impala,2023,14800,4000.0,1.0,Gas,Manual,Imported
1170,BMW,C-Class,2014,24500,20000.0,10.0,Electric,Semi-Automatic,Refurbished
1171,Mercedes,Altima,2002,49800,177000.0,22.0,Diesel,Automatic,First owner
1172,Honda,Civic,1995,21700,8000.0,29.0,Hybrid,Semi-Automatic,Refurbished
1173,Chevrolet,Impala,2019,39100,107000.0,5.0,Gas,Manual,Imported
1174,Hyundai,Civic,2016,18200,227500.0,8.0,Hybrid,Manual,First owner
1175,Mercedes,X5,2016,14100,,8.0,Petrol,Manual,Fleet vehicle
1176,Kia,Sportage,2012,,98000.0,12.0,Hybrid,Automatic,Refurbished
1177,Chevrolet,A4,1992,Error,161000.0,32.0,Diesel,Manual,Second owner
1178,Honda,Impala,2015,34900,109000.0,9.0,Hybrid,Manual,
1179,Honda,Sportage,2003,,230500.0,21.0,Petrol,Manual,Refurbished
1180,???,C-Class,2002,36000,170500.0,22.0,Diesel,Semi-Automatic,First owner
1181,Audi,Sportage,2001,41100,93500.0,23.0,Diesel,Manual,Second owner
1182,Ford,X5,2012,,93500.0,12.0,Diesel,Manual,First owner
1183,Chevrolet,X5,2007,34700,265000.0,17.0,Petrol,Automatic,Second owner
1184,Nissan,F-150,2021,11200,196500.0,3.0,Gas,Semi-Automatic,Second owner
1185,Honda,Altima,2003,11400,213500.0,21.0,Diesel,Semi-Automatic,Fleet vehicle
1186,Hyundai,Impala,2007,46000,5500.0,17.0,Petrol,Automatic,Second owner
1187,Audi,Impala,1993,40400,296500.0,31.0,Diesel,Manual,
1188,Kia,Sportage,2018,10800,191000.0,6.0,Petrol,Semi-Automatic,Fleet vehicle
1189,Kia,Corolla,2004,29300,139000.0,20.0,Electric,Manual,Imported
1190,Hyundai,Elantra,2018,27000,3000.0,6.0,Petrol,Manual,Refurbished
1191,BMW,Civic,2014,39100,32500.0,10.0,Petrol,Semi-Automatic,First owner
1192,Toyota,F-150,2008,17700,143000.0,16.0,Diesel,Manual,Fleet vehicle
1193,Honda,Altima,2000,48500,53000.0,24.0,Electric,Automatic,Fleet vehicle
1194,Toyota,Altima,2002,4100,121000.0,22.0,Electric,Manual,Second owner
1195,BMW,Corolla,2014,12000,56000.0,10.0,Electric,Semi-Automatic,
1196,Hyundai,Civic,2013,44000,204500.0,11.0,Electric,Semi-Automatic,First owner
1197,Hyundai,A4,2018,20300,,6.0,Petrol,Manual,
1198,Toyota,F-150,2013,40200,182500.0,11.0,Gas,Automatic,Refurbished
1199,BMW,Civic,2008,-1,219000.0,16.0,Gas,Manual,First owner
1200,Chevrolet,F-150,1994,41500,168500.0,30.0,Diesel,Automatic,Fleet vehicle
1201,Chevrolet,X5,Year?,5700,-5000.0,,Hybrid,Manual,Fleet vehicle
1202,Mercedes,Civic,2005,21900,59000.0,19.0,Diesel,Semi-Automatic,First owner
1203,Ford,A4,2004,-1,,20.0,Diesel,Semi-Automatic,Imported
1204,Kia,Impala,1996,21000,,28.0,Petrol,Semi-Automatic,First owner
1205,Nissan,Impala,2020,46400,219000.0,4.0,Petrol,Manual,Refurbished
1206,Mercedes,Elantra,Year?,22100,288500.0,,Gas,Automatic,Refurbished
1207,Kia,X5,2013,10600,77500.0,11.0,Petrol,Semi-Automatic,Refurbished
1208,Chevrolet,F-150,,10100,259500.0,,Hybrid,Manual,Imported
1209,Ford,Corolla,1993,21900,138000.0,31.0,Diesel,Manual,
1210,Ford,F-150,2012,Error,160000.0,12.0,Hybrid,Semi-Automatic,
1211,Mercedes,Altima,2018,,167500.0,6.0,Hybrid,Semi-Automatic,Fleet vehicle
1212,Honda,C-Class,Year?,-1,2000.0,,Gas,Semi-Automatic,First owner
1213,BMW,X5,1992,24100,254500.0,32.0,Gas,Automatic,
1214,Mercedes,C-Class,1997,2300,226000.0,27.0,Electric,Automatic,First owner
1215,Chevrolet,C-Class,1997,26600,-5000.0,27.0,Hybrid,Semi-Automatic,First owner
1216,Hyundai,Altima,2000,5500,222500.0,24.0,Gas,Automatic,First owner
1217,Hyundai,Sportage,2004,42200,50500.0,20.0,Gas,Automatic,
1218,Audi,Elantra,1993,44600,10500.0,31.0,Petrol,Semi-Automatic,First owner
1219,Audi,,1998,6200,240000.0,26.0,Hybrid,Automatic,
1220,Ford,C-Class,2007,5600,215500.0,17.0,Electric,Automatic,First owner
1221,Honda,F-150,1995,35600,288000.0,29.0,Hybrid,Automatic,
1222,Toyota,A4,2012,42700,210000.0,12.0,Diesel,Manual,First owner
1223,Ford,C-Class,1994,32100,298000.0,30.0,Electric,Automatic,Refurbished
1224,Hyundai,Civic,2002,39600,215000.0,22.0,Diesel,Automatic,
1225,Chevrolet,X5,1998,,257500.0,26.0,Petrol,Manual,Fleet vehicle
1226,BMW,Corolla,2019,36200,264500.0,5.0,Diesel,Manual,First owner
1227,BMW,X5,1998,21800,159500.0,26.0,Gas,Automatic,First owner
1228,Chevrolet,F-150,2007,-1,218000.0,17.0,Hybrid,Automatic,First owner
1229,Chevrolet,Unknown,2016,49800,25000.0,8.0,Hybrid,Automatic,
1230,Audi,Elantra,2019,13800,118500.0,5.0,Gas,Semi-Automatic,
1231,Hyundai,Sportage,2005,20200,136500.0,19.0,Electric,Automatic,Second owner
1232,Toyota,A4,2007,25200,196500.0,17.0,Gas,Semi-Automatic,
1233,Toyota,Sportage,,2100,133500.0,,Hybrid,Automatic,Second owner
1234,Hyundai,Civic,1993,34100,4000.0,31.0,Petrol,Semi-Automatic,Fleet vehicle
1235,Hyundai,Elantra,2014,9600,9000.0,10.0,Hybrid,Automatic,Refurbished
1236,Audi,Sportage,1998,49400,137500.0,26.0,Diesel,Manual,Refurbished
1237,,Corolla,1993,15500,67500.0,31.0,Diesel,Manual,First owner
1238,Nissan,A4,2005,37400,-5000.0,19.0,Diesel,Automatic,
1239,Kia,Civic,1994,23000,284500.0,30.0,Diesel,Manual,First owner
1240,Honda,X5,2003,-1,36000.0,21.0,Gas,Semi-Automatic,Second owner
1241,Mercedes,F-150,1993,39000,297000.0,31.0,Electric,Manual,Imported
1242,Nissan,Impala,,46600,275500.0,,Electric,Semi-Automatic,Second owner
1243,Audi,A4,2000,39600,111000.0,24.0,Gas,Semi-Automatic,Second owner
1244,Chevrolet,C-Class,1996,42200,,28.0,Hybrid,Semi-Automatic,Refurbished
1245,Toyota,A4,2004,22000,13000.0,20.0,Hybrid,Manual,Fleet vehicle
1246,Chevrolet,Impala,Year?,34000,252000.0,,Electric,Automatic,
1247,Toyota,Impala,1998,33900,122000.0,26.0,Diesel,Semi-Automatic,Imported
1248,Hyundai,Civic,2000,30400,-5000.0,24.0,Petrol,Manual,Refurbished
1249,Toyota,Altima,2017,39300,170000.0,7.0,Diesel,Manual,First owner
1250,Chevrolet,Altima,2005,30900,97500.0,19.0,Electric,Automatic,Second owner
1251,Hyundai,Sportage,1995,45100,102500.0,29.0,Petrol,Automatic,Imported
1252,Chevrolet,X5,2023,43700,216000.0,1.0,Hybrid,Manual,First owner
1253,Kia,,2015,12400,163500.0,9.0,Petrol,Semi-Automatic,First owner
1254,Audi,A4,2018,18900,287500.0,6.0,Gas,Manual,Second owner
1255,Nissan,F-150,2013,-1,93500.0,11.0,Petrol,Automatic,Fleet vehicle
1256,Nissan,C-Class,2012,24200,222000.0,12.0,Electric,Automatic,Imported
1257,Honda,Civic,2001,7900,229000.0,23.0,Petrol,Automatic,
1258,Chevrolet,A4,2007,47500,214500.0,17.0,Gas,Manual,First owner
1259,Kia,A4,1993,38000,119000.0,31.0,Hybrid,Semi-Automatic,First owner
1260,Mercedes,Sportage,Year?,10600,147500.0,,Petrol,Semi-Automatic,
1261,BMW,Corolla,2008,9200,29000.0,16.0,Petrol,Manual,First owner
1262,Chevrolet,F-150,2012,46100,,12.0,Gas,Semi-Automatic,First owner
1263,Honda,Elantra,2017,29700,60000.0,7.0,Gas,Manual,First owner
1264,Honda,Elantra,2011,-1,82000.0,13.0,Hybrid,Automatic,Imported
1265,Toyota,Elantra,2006,9600,254000.0,18.0,Hybrid,Manual,Refurbished
1266,Hyundai,Altima,2000,46600,7500.0,24.0,Hybrid,Automatic,Second owner
1267,Ford,Elantra,2010,43800,35500.0,14.0,Hybrid,Manual,Imported
1268,Mercedes,F-150,2005,23000,115500.0,19.0,Electric,Manual,First owner
1269,Kia,X5,1995,1300,144500.0,29.0,Electric,Manual,Imported
1270,Chevrolet,Corolla,2007,1000,275500.0,17.0,Electric,Manual,Fleet vehicle
1271,Toyota,A4,1991,-1,58500.0,33.0,Electric,Semi-Automatic,Fleet vehicle
1272,Audi,Unknown,Year?,25000,248500.0,,Electric,Automatic,Fleet vehicle
1273,Audi,F-150,2000,,59500.0,24.0,Electric,Semi-Automatic,
1274,Ford,Elantra,2003,-1,38000.0,21.0,Gas,Semi-Automatic,Imported
1275,Toyota,Elantra,2012,41500,-5000.0,12.0,Electric,Automatic,Imported
1276,Toyota,X5,2015,14600,,9.0,Electric,Automatic,Refurbished
1277,Chevrolet,A4,1994,16700,190500.0,30.0,Diesel,Automatic,First owner
1278,Chevrolet,F-150,2021,18000,54500.0,3.0,Electric,Semi-Automatic,Refurbished
1279,Toyota,,2011,15400,159500.0,13.0,Hybrid,Semi-Automatic,Imported
1280,Ford,Sportage,2013,2300,188000.0,11.0,Hybrid,Manual,Refurbished
1281,Audi,Sportage,2006,48900,201000.0,18.0,Electric,Automatic,Imported
1282,Toyota,Civic,1993,4900,7000.0,31.0,Hybrid,Automatic,
1283,Audi,F-150,2020,41100,228500.0,4.0,Diesel,Manual,Imported
1284,Audi,Altima,2010,4700,80000.0,14.0,Diesel,Automatic,
1285,Ford,Elantra,1995,32900,77500.0,29.0,Electric,Manual,Imported
1286,Toyota,Sportage,1998,42100,279500.0,26.0,Petrol,Manual,First owner
1287,Mercedes,Elantra,Year?,3800,215000.0,,Hybrid,Semi-Automatic,Second owner
1288,???,,2015,21300,42000.0,9.0,Hybrid,Automatic,Fleet vehicle
1289,Audi,Corolla,1993,33900,41500.0,31.0,Electric,Automatic,Second owner
1290,Mercedes,Corolla,2014,7300,260000.0,10.0,Diesel,Manual,
1291,BMW,Unknown,2021,Error,150000.0,3.0,Petrol,Manual,Refurbished
1292,Nissan,Corolla,2010,31400,3000.0,14.0,Petrol,Semi-Automatic,Fleet vehicle
1293,Mercedes,C-Class,2007,40500,178500.0,17.0,Gas,Manual,Refurbished
1294,Toyota,Altima,2007,-1,159500.0,17.0,Petrol,Manual,First owner
1295,Chevrolet,Unknown,Year?,2700,132000.0,,Gas,Manual,First owner
1296,Audi,Sportage,2021,26100,6000.0,3.0,Diesel,Automatic,Fleet vehicle
1297,Audi,Altima,2008,43700,1500.0,16.0,Gas,Automatic,
1298,Audi,Sportage,2017,32400,231000.0,7.0,Petrol,Automatic,
1299,Toyota,Corolla,1997,Error,7000.0,27.0,Diesel,Manual,
1300,Audi,Elantra,2006,17900,146000.0,18.0,Diesel,Manual,Second owner
1301,Ford,Elantra,2016,Error,248000.0,8.0,Petrol,Manual,
1302,Mercedes,X5,2019,36000,223500.0,5.0,Petrol,Manual,Imported
1303,Kia,Elantra,1995,10200,164000.0,29.0,Electric,Automatic,First owner
1304,Chevrolet,A4,2005,18400,266500.0,19.0,Gas,Manual,Fleet vehicle
1305,Hyundai,F-150,2004,2300,,20.0,Hybrid,Semi-Automatic,First owner
1306,Audi,A4,2016,5200,236500.0,8.0,Gas,Semi-Automatic,Refurbished
1307,Nissan,Sportage,2006,34300,151500.0,18.0,Petrol,Manual,Fleet vehicle
1308,Kia,Elantra,2002,29900,270000.0,22.0,Gas,Semi-Automatic,Fleet vehicle
1309,BMW,Elantra,2021,1300,215500.0,3.0,Electric,Automatic,First owner
1310,Ford,A4,2006,Error,284000.0,18.0,Hybrid,Manual,Fleet vehicle
1311,Nissan,A4,2023,48500,197500.0,1.0,Diesel,Semi-Automatic,Second owner
1312,Honda,A4,2009,36000,92000.0,15.0,Electric,Automatic,Second owner
1313,Hyundai,,1996,18100,123500.0,28.0,Hybrid,Manual,
1314,Nissan,Corolla,1994,41700,225500.0,30.0,Electric,Automatic,Imported
1315,Audi,F-150,2001,43000,28000.0,23.0,Hybrid,Automatic,
1316,Nissan,Sportage,1994,40100,257500.0,30.0,Diesel,Manual,Fleet vehicle
1317,Chevrolet,Elantra,1991,46500,22000.0,33.0,Electric,Manual,Fleet vehicle
1318,Toyota,A4,2021,18600,253500.0,3.0,Electric,Manual,Imported
1319,Mercedes,A4,1991,28100,119500.0,33.0,Hybrid,Manual,Refurbished
1320,Chevrolet,Corolla,2006,42700,26500.0,18.0,Gas,Automatic,First owner
1321,,A4,2005,23300,160500.0,19.0,Hybrid,Automatic,Imported
1322,Ford,F-150,1996,34500,194500.0,28.0,Diesel,Automatic,Imported
1323,BMW,Impala,2014,48700,31000.0,10.0,Hybrid,Automatic,Refurbished
1324,???,Elantra,1991,23800,63500.0,33.0,Hybrid,Manual,
1325,Mercedes,X5,2012,,,12.0,Hybrid,Manual,Imported
1326,Ford,Corolla,1998,12400,230000.0,26.0,Hybrid,Automatic,Refurbished
1327,Chevrolet,Sportage,1994,38600,13500.0,30.0,Gas,Semi-Automatic,
1328,Toyota,Elantra,2007,2100,198500.0,17.0,Hybrid,Manual,First owner
1329,Toyota,C-Class,2014,33600,267500.0,10.0,Gas,Manual,Imported
1330,Toyota,,1999,41900,192500.0,25.0,Diesel,Automatic,First owner
1331,Ford,Civic,1997,29400,239000.0,27.0,Electric,Automatic,Imported
1332,Mercedes,Elantra,2008,43800,149000.0,16.0,Hybrid,Semi-Automatic,Second owner
1333,BMW,F-150,2004,23300,11000.0,20.0,Gas,Automatic,
1334,Toyota,Elantra,2021,47400,257500.0,3.0,Diesel,Automatic,Refurbished
1335,Mercedes,Impala,1999,33100,147000.0,25.0,Gas,Manual,Imported
1336,Honda,Impala,1994,38800,54500.0,30.0,Electric,Automatic,
1337,Nissan,Sportage,2018,22300,-5000.0,6.0,Gas,Manual,Imported
1338,Nissan,A4,2020,25000,233500.0,4.0,Diesel,Semi-Automatic,Imported
1339,Kia,,2017,31000,256500.0,7.0,Petrol,Manual,Refurbished
1340,Toyota,Altima,,16100,49500.0,,Petrol,Semi-Automatic,First owner
1341,Kia,C-Class,2005,12400,299500.0,19.0,Petrol,Semi-Automatic,Second owner
1342,Nissan,F-150,2011,29800,229000.0,13.0,Petrol,Semi-Automatic,Refurbished
1343,Hyundai,Civic,2009,27200,16500.0,15.0,Gas,Manual,Refurbished
1344,Toyota,A4,1999,32800,266000.0,25.0,Petrol,Semi-Automatic,Refurbished
1345,BMW,Impala,2021,37000,156000.0,3.0,Gas,Automatic,Imported
1346,???,Elantra,2017,20300,229500.0,7.0,Electric,Semi-Automatic,Second owner
1347,BMW,X5,2021,,200500.0,3.0,Diesel,Manual,Refurbished
1348,Nissan,Civic,2020,2200,166000.0,4.0,Diesel,Automatic,
1349,Chevrolet,A4,2021,-1,129000.0,3.0,Diesel,Semi-Automatic,
1350,Nissan,Civic,2004,30800,-5000.0,20.0,Hybrid,Semi-Automatic,Fleet vehicle
1351,Nissan,Corolla,2009,31700,196500.0,15.0,Petrol,Manual,Refurbished
1352,Hyundai,Elantra,1995,47500,165500.0,29.0,Hybrid,Manual,
1353,???,Elantra,2001,12100,256500.0,23.0,Petrol,Manual,Refurbished
1354,Kia,Corolla,2006,45700,57500.0,18.0,Gas,Automatic,
1355,Audi,C-Class,2015,48500,60000.0,9.0,Diesel,Manual,Refurbished
1356,Kia,Impala,2004,23000,269000.0,20.0,Gas,Automatic,Imported
1357,BMW,Elantra,1997,3400,244500.0,27.0,Gas,Semi-Automatic,
1358,Audi,Sportage,1990,10200,264500.0,34.0,Hybrid,Semi-Automatic,Fleet vehicle
1359,BMW,Civic,,2100,246500.0,,Gas,Semi-Automatic,Fleet vehicle
1360,Audi,Elantra,1997,46200,75000.0,27.0,Petrol,Semi-Automatic,
1361,Kia,F-150,1994,Error,125000.0,30.0,Gas,Manual,First owner
1362,Chevrolet,Sportage,,24500,226000.0,,Petrol,Semi-Automatic,Second owner
1363,Ford,A4,2007,18300,243500.0,17.0,Diesel,Semi-Automatic,Imported
1364,Honda,C-Class,2002,9100,,22.0,Electric,Automatic,Fleet vehicle
1365,Mercedes,Elantra,2015,29000,112000.0,9.0,Petrol,Automatic,Refurbished
1366,Toyota,Corolla,2023,-1,204000.0,1.0,Petrol,Automatic,Imported
